Food Category,Meal Type,Calories,Protein,Carbs,Fat,Saturated Fat,Fiber,Sugar,Sodium,Water
KELLOGG,Breakfast,376,4.7,78.3,5.5,1.2,1.2,36.2,419,10.5
Grains,Dinner,365,13.0,74.0,2.5,0.4,7.3,0.7,9,10.1
Dairy,Lunch,113,3.2,4.3,9.3,6.1,0.0,4.3,105,82.7
Grains,Breakfast,365,13.0,74.0,2.5,0.4,7.3,0.7,9,10.1
CRAB,Breakfast,87,18.1,0.0,1.5,0.2,0.0,0.0,395,79.6
BEEF,Lunch,297,23.5,0.0,21.8,8.4,0.0,0.0,64,52.6
No Category,Dinner,353,15.5,71.2,7.0,1.3,9.5,0.4,35,3.0
Dairy,Dinner,113,3.2,4.3,9.3,6.1,0.0,4.3,105,82.7
Snacks,Lunch,534,5.3,65.1,27.9,12.4,2.1,38.5,393,2.1
BABYFOOD,Breakfast,71,1.8,16.0,0.4,0.2,1.2,14.8,23,80.5
Snacks,Dinner,534,5.3,65.1,27.9,12.4,2.1,38.5,393,2.1
No Category,Snack,250,20.0,15.0,12.0,3.0,2.0,8.0,400,50.0
SPAGHETTI,Lunch,131,5.0,25.1,1.1,0.2,1.8,2.9,6,66.2
CEREALS READY TO EAT,Lunch,388,3.3,90.0,1.7,0.3,3.3,46.7,533,2.5
CHICKEN,Lunch,189,29.0,0.0,7.4,2.1,0.0,0.0,70,63.1
No Category,Lunch,250,20.0,15.0,12.0,3.0,2.0,8.0,400,50.0
MORI-NU,Lunch,62,6.9,2.4,2.7,0.4,0.1,1.3,36,87.4
Vegetables,Lunch,25,2.8,4.8,0.4,0.1,2.6,2.3,33,89.3
Grains,Breakfast,365,13.0,74.0,2.5,0.4,7.3,0.7,9,10.1
BF,Lunch,250,26.1,0.0,15.4,6.2,0.0,0.0,65,58.0
NOODLES,Dinner,138,4.5,25.2,2.1,0.6,1.8,0.7,5,66.5
Grains,Breakfast,364,10.3,76.3,1.0,0.2,2.7,0.3,2,11.9
Fruits,Snack,52,0.3,13.8,0.2,0.1,2.4,10.4,1,85.4
DUCK,Snack,337,19.0,0.0,28.4,9.2,0.0,0.0,74,52.0
CRACKERS,Snack,502,10.1,61.8,23.3,5.8,2.4,2.8,995,3.1
Meat,Breakfast,250,26.0,0.0,15.4,6.2,0.0,0.0,65,58.0
LAMB,Snack,258,25.6,0.0,16.5,7.3,0.0,0.0,72,57.8
POLLOCK,Snack,92,20.4,0.0,0.9,0.2,0.0,0.0,86,78.2
Dairy,Lunch,150,8.1,11.4,8.2,5.1,0.0,11.4,105,76.9
RICE,Breakfast,130,2.7,28.2,0.3,0.1,0.4,0.1,1,68.4
Beverages,Breakfast,42,0.1,10.6,0.0,0.0,0.0,10.6,2,89.3
CRAB,Lunch,87,18.1,0.0,1.5,0.2,0.0,0.0,395,79.6
Meat,Dinner,291,26.1,0.0,20.0,7.9,0.0,0.0,53,53.7
Fruits,Breakfast,47,0.9,12.2,0.3,0.1,2.4,9.5,2,85.8
BEANS,Breakfast,127,8.7,22.8,0.5,0.1,7.4,0.3,2,66.9
Vegetables,Breakfast,25,2.8,4.8,0.4,0.1,2.6,2.3,33,89.3
TURKEY,Breakfast,189,29.1,0.0,7.4,2.1,0.0,0.0,70,63.1
LOUIS RICH,Dinner,108,17.5,1.2,3.2,1.0,0.0,0.3,1200,76.5
CHICKEN,Dinner,165,31.0,0.0,3.6,1.0,0.0,0.0,74,65.1
Fruits,Dinner,60,1.1,15.2,0.4,0.1,3.1,12.2,2,81.0
RAISINS,Dinner,299,3.1,79.2,0.5,0.2,3.7,59.2,11,15.4
CAKE,Breakfast,367,4.9,56.8,14.1,3.9,1.6,45.4,513,21.8
GAME MEAT,Snack,158,30.2,0.0,3.4,1.4,0.0,0.0,51,65.6
PIZZA,Snack,266,11.0,33.0,10.4,4.9,2.3,3.6,598,43.2
Vegetables,Snack,20,2.9,3.9,0.2,0.0,2.8,1.9,79,92.2
Grains,Snack,365,13.0,74.0,2.5,0.4,7.3,0.7,9,10.1
CANDIES,Lunch,387,0.2,99.4,0.2,0.1,0.0,85.2,6,0.2
Dairy,Dinner,113,3.2,4.3,9.3,6.1,0.0,4.3,105,82.7
Beverages,Breakfast,39,0.1,9.8,0.0,0.0,0.0,9.6,5,90.1
SYRUPS,Breakfast,265,0.0,69.6,0.1,0.0,0.0,42.0,61,30.1
Beverages,Snack,42,0.1,10.6,0.0,0.0,0.0,10.6,2,89.3
BEEF,Lunch,212,29.3,0.0,9.7,3.8,0.0,0.0,61,60.3
CEREALS,Lunch,366,8.1,75.0,5.5,2.4,4.8,0.9,1310,6.7
Beverages,Dinner,39,0.1,9.8,0.0,0.0,0.0,9.6,5,90.1
Fruits,Lunch,89,1.1,22.8,0.3,0.1,4.4,15.2,2,74.9
Fruits,Dinner,89,1.1,22.8,0.3,0.1,4.4,15.2,2,74.9
BREAD,Dinner,264,9.7,47.3,5.0,0.8,5.3,5.1,478,35.9
PEANUTS,Breakfast,567,25.8,16.1,49.2,6.3,8.5,4.7,18,6.5
PAPAYAS,Snack,43,0.5,10.8,0.3,0.1,1.7,7.8,4,88.1
BREAD,Snack,292,9.2,52.7,4.8,0.8,4.3,8.8,651,31.2
NESTLE,Lunch,534,5.3,65.1,27.9,12.4,2.1,38.5,393,2.1
CHICKEN,Snack,192,32.8,0.4,5.5,1.5,0.0,0.0,81,60.1
POUT,Dinner,79,17.1,0.0,0.9,0.3,0.0,0.0,62,81.1
ALCOHOLIC BEV,Dinner,81,0.1,1.9,0.0,0.0,0.0,0.0,0,87.1
Fruits,Snack,52,0.3,13.8,0.2,0.1,2.4,10.4,1,85.4
Vegetables,Dinner,25,2.8,4.8,0.4,0.1,2.6,2.3,33,89.3
KENTUCKY FRIED CHICK,Dinner,187,26.8,0.9,8.5,2.1,0.0,0.0,526,61.9
FAST FOODS,Dinner,272,13.0,31.0,11.5,4.6,2.1,5.0,825,41.4
Grains,Breakfast,365,13.0,74.0,2.5,0.4,7.3,0.7,9,10.1
LIMEADE,Snack,41,0.0,10.3,0.0,0.0,0.0,10.1,2,89.7
CHICKEN,Lunch,165,31.0,0.0,3.6,1.0,0.0,0.0,74,65.1
Snacks,Snack,534,5.3,65.1,27.9,12.4,2.1,38.5,393,2.1
Fruits,Dinner,89,1.1,22.8,0.3,0.1,4.4,15.2,2,74.9
Snacks,Lunch,534,5.3,65.1,27.9,12.4,2.1,38.5,393,2.1
Fruits,Dinner,89,1.1,22.8,0.3,0.1,4.4,15.2,2,74.9
Fruits,Lunch,89,1.1,22.8,0.3,0.1,4.4,15.2,2,74.9
Dairy,Dinner,113,3.2,4.3,9.3,6.1,0.0,4.3,105,82.7
Beverages,Snack,42,0.1,10.6,0.0,0.0,0.0,10.6,2,89.3
POTATO PUFFS,Lunch,190,2.1,27.8,8.6,1.8,2.5,0.3,480,59.7
PEAS,Lunch,81,5.4,14.5,0.4,0.1,5.7,5.7,5,78.9
Dairy,Snack,113,3.2,4.3,9.3,6.1,0.0,4.3,105,82.7
Snacks,Breakfast,534,5.3,65.1,27.9,12.4,2.1,38.5,393,2.1
USDA CMDTY,Breakfast,884,0.0,0.0,100.0,23.2,0.0,0.0,0,0.0
Vegetables,Snack,25,2.8,4.8,0.4,0.1,2.6,2.3,33,89.3
Snacks,Breakfast,534,5.3,65.1,27.9,12.4,2.1,38.5,393,2.1
Snacks,Lunch,534,5.3,65.1,27.9,12.4,2.1,38.5,393,2.1
Grains,Dinner,365,13.0,74.0,2.5,0.4,7.3,0.7,9,10.1
PEAS,Dinner,81,5.4,14.5,0.4,0.1,5.7,5.7,5,78.9
Beverages,Lunch,42,0.1,10.6,0.0,0.0,0.0,10.6,2,89.3
Grains,Snack,365,13.0,74.0,2.5,0.4,7.3,0.7,9,10.1
Vegetables,Breakfast,25,2.8,4.8,0.4,0.1,2.6,2.3,33,89.3
Dairy,Breakfast,61,3.4,4.7,3.3,2.0,0.0,4.7,44,87.9
Dairy,Dinner,113,3.2,4.3,9.3,6.1,0.0,4.3,105,82.7
PHEASANT,Lunch,181,25.7,0.0,7.9,2.4,0.0,0.0,37,65.0
Beverages,Lunch,42,0.1,10.6,0.0,0.0,0.0,10.6,2,89.3
COFFEE,Snack,2,0.1,0.0,0.0,0.0,0.0,0.0,2,99.4
Fruits,Dinner,89,1.1,22.8,0.3,0.1,4.4,15.2,2,74.9
POPCORN,Dinner,387,12.9,77.8,4.3,0.6,15.1,0.9,8,4.0
WALRUS,Dinner,205,37.4,0.0,5.3,1.1,0.0,0.0,95,56.8
SALAD DRSNG,Snack,449,0.0,2.5,50.1,9.1,0.0,2.5,1,47.4
BF,Snack,250,26.1,0.0,15.4,6.2,0.0,0.0,65,58.0
SQUID,Snack,92,15.6,3.1,1.4,0.4,0.0,0.0,44,79.9
Fruits,Lunch,89,1.1,22.8,0.3,0.1,4.4,15.2,2,74.9
POPEYES,Snack,203,24.2,0.6,11.5,3.4,0.0,0.0,474,61.4
Fruits,Dinner,89,1.1,22.8,0.3,0.1,4.4,15.2,2,74.9
Vegetables,Dinner,25,2.8,4.8,0.4,0.1,2.6,2.3,33,89.3
TURKEY,Dinner,273,20.0,1.2,20.5,6.9,0.0,0.0,56,57.0
Fruits,Dinner,89,1.1,22.8,0.3,0.1,4.4,15.2,2,74.9
CHEESE,Breakfast,113,6.8,1.3,9.4,5.9,0.0,1.3,515,80.5
LAMB,Dinner,258,25.6,0.0,16.5,7.3,0.0,0.0,72,57.8
Fruits,Breakfast,52,0.3,13.8,0.2,0.1,2.4,10.4,1,85.4
TURKEY,Breakfast,113,17.1,0.4,4.8,1.3,0.0,0.0,94,76.6
CANDIES,Breakfast,387,0.2,99.4,0.2,0.1,0.0,85.2,6,0.2
Beverages,Dinner,39,0.1,9.8,0.0,0.0,0.0,9.6,5,90.1
SOUP,Dinner,48,2.3,8.7,0.6,0.3,1.2,2.4,460,87.4
Fruits,Snack,52,0.3,13.8,0.2,0.1,2.4,10.4,1,85.4
CEREALS,Breakfast,377,6.8,84.4,1.8,0.3,8.7,21.2,732,4.1
PLANTAINS,Dinner,122,1.3,31.9,0.4,0.1,2.3,15.0,4,65.3
Beverages,Snack,42,0.1,10.6,0.0,0.0,0.0,10.6,2,89.3
OSTRICH,Snack,165,28.6,0.0,5.0,1.5,0.0,0.0,82,65.0
Beverages,Dinner,39,0.1,9.8,0.0,0.0,0.0,9.6,5,90.1
KENTUCKY FRIED CHICK,Snack,245,22.5,5.5,14.8,3.6,0.4,0.0,625,54.9
BABYFOOD,Lunch,404,8.7,79.9,4.2,1.0,1.0,16.7,96,4.7
BREAD,Lunch,265,9.0,49.4,3.2,0.6,2.7,5.7,491,36.9
Beverages,Dinner,39,0.1,9.8,0.0,0.0,0.0,9.6,5,90.1
Meat,Breakfast,250,26.0,0.0,15.4,6.2,0.0,0.0,65,58.0
SYRUPS,Lunch,265,0.0,69.6,0.1,0.0,0.0,42.0,61,30.1
Vegetables,Lunch,25,2.8,4.8,0.4,0.1,2.6,2.3,33,89.3
Dairy,Breakfast,61,3.4,4.7,3.3,2.0,0.0,4.7,44,87.9
FAST FOODS,Breakfast,272,13.0,31.0,11.5,4.6,2.1,5.0,825,41.4
BEANS,Snack,127,8.7,22.8,0.5,0.1,7.4,0.3,2,66.9
HODGSON MILL,Snack,376,14.1,69.2,4.7,1.4,7.6,0.0,611,8.5
Dairy,Snack,113,3.2,4.3,9.3,6.1,0.0,4.3,105,82.7
BROCCOLI,Snack,34,2.8,6.6,0.4,0.1,2.6,1.5,33,89.3
Dairy,Dinner,113,3.2,4.3,9.3,6.1,0.0,4.3,105,82.7
Vegetables,Lunch,25,2.8,4.8,0.4,0.1,2.6,2.3,33,89.3
Snacks,Lunch,534,5.3,65.1,27.9,12.4,2.1,38.5,393,2.1
OIL,Snack,884,0.0,0.0,100.0,4.6,0.0,0.0,0,0.0
Meat,Dinner,250,26.0,0.0,15.4,6.2,0.0,0.0,65,58.0
Meat,Breakfast,250,26.0,0.0,15.4,6.2,0.0,0.0,65,58.0
LOUIS RICH,Dinner,108,17.5,1.2,3.2,1.0,0.0,0.3,1200,76.5
CORN,Breakfast,365,9.4,74.3,4.7,0.7,7.3,0.6,35,10.4
FAST FD,Snack,272,13.0,31.0,11.5,4.6,2.1,5.0,825,41.4
BABYFOOD,Dinner,71,1.8,16.0,0.4,0.2,1.2,14.8,23,80.5
Fruits,Breakfast,52,0.3,13.8,0.2,0.1,2.4,10.4,1,85.4
PORK,Snack,591,7.6,0.0,61.9,22.7,0.0,0.0,624,28.9
Meat,Breakfast,250,26.0,0.0,15.4,6.2,0.0,0.0,65,58.0
OYSTER,Breakfast,68,7.1,3.9,2.5,0.6,0.0,0.0,106,85.2
MCDONALD'S,Dinner,167,1.3,28.8,5.8,0.9,2.7,21.9,383,63.0
Dairy,Lunch,113,3.2,4.3,9.3,6.1,0.0,4.3,105,82.7
TACO BELL,Breakfast,189,8.1,21.1,8.1,3.0,3.2,0.0,574,60.6
POMPANO,Snack,164,18.5,0.0,9.5,3.5,0.0,0.0,65,71.1
No Category,Breakfast,691,9.2,13.9,72.0,6.2,9.6,4.0,0,3.5
Beverages,Lunch,42,0.1,10.6,0.0,0.0,0.0,10.6,2,89.3
APPLE JUC,Lunch,46,0.1,11.3,0.1,0.0,0.2,9.6,4,88.2
Beverages,Breakfast,39,0.1,9.8,0.0,0.0,0.0,9.6,5,90.1
Grains,Snack,365,13.0,74.0,2.5,0.4,7.3,0.7,9,10.1
CUTTLEFISH,Breakfast,79,16.2,0.8,1.4,0.3,0.0,0.0,37,81.2
PUDDINGS,Snack,111,2.8,22.7,1.1,0.7,0.0,22.7,207,72.4
Meat,Dinner,250,26.0,0.0,15.4,6.2,0.0,0.0,65,58.0
CHICKEN,Lunch,224,23.6,3.6,12.7,1.8,3.6,0.0,709,58.8
MUNG BNS,Lunch,347,23.9,62.6,1.2,0.3,16.3,6.6,15,9.0
CHEESE,Dinner,402,25.2,1.3,33.1,21.1,0.0,1.3,621,39.1
Beverages,Dinner,39,0.1,9.8,0.0,0.0,0.0,9.6,5,90.1
LAMB,Lunch,317,19.9,0.0,25.7,12.8,0.0,0.0,44,52.5
PINEAPPLE,Dinner,50,0.5,13.1,0.1,0.0,1.4,9.9,1,86.0
ONIONS,Breakfast,40,1.1,9.3,0.1,0.0,1.7,4.2,4,89.1
PLUMS,Lunch,46,0.7,11.4,0.3,0.0,1.4,9.9,0,87.2
PORK,Snack,109,19.3,0.6,3.3,1.0,0.0,1.2,895,72.5
Fruits,Breakfast,52,0.3,13.8,0.2,0.1,2.4,10.4,1,85.4
LIMA BNS,Dinner,115,7.8,20.9,0.4,0.1,7.0,2.9,2,70.8
Grains,Dinner,365,13.0,74.0,2.5,0.4,7.3,0.7,9,10.1
PUDDINGS,Breakfast,111,2.8,22.7,1.1,0.7,0.0,22.7,207,72.4
Fruits,Breakfast,52,0.3,13.8,0.2,0.1,2.4,10.4,1,85.4
Vegetables,Snack,25,2.8,4.8,0.4,0.1,2.6,2.3,33,89.3
CHICKEN,Snack,165,31.0,0.0,3.6,1.0,0.0,0.0,74,65.1
Dairy,Dinner,113,3.2,4.3,9.3,6.1,0.0,4.3,105,82.7
BEEF,Snack,250,26.1,0.0,15.4,6.2,0.0,0.0,65,58.0
LAMB,Breakfast,229,17.8,0.0,17.0,8.2,0.0,0.0,74,64.9
PLUMS,Dinner,46,0.7,11.4,0.3,0.0,1.4,9.9,0,87.2
BEEF,Breakfast,250,26.1,0.0,15.4,6.2,0.0,0.0,65,58.0
GAME MEAT,Lunch,158,30.2,0.0,3.4,1.4,0.0,0.0,51,65.6
PORK,Breakfast,242,27.3,0.0,14.0,5.2,0.0,0.0,62,57.9
Meat,Lunch,250,26.0,0.0,15.4,6.2,0.0,0.0,65,58.0
CRACKERS,Lunch,502,10.1,61.8,23.3,5.8,2.4,2.8,995,3.1
OIL,Snack,884,0.0,0.0,100.0,59.7,0.0,0.0,0,0.0
MUFFINS,Snack,347,6.6,51.4,13.6,2.5,2.4,17.1,397,24.7
STOUFFER'S LN CUISINE HS STUFF CAB W/ MEAT SAU&WHPED POT,Breakfast,73,4.0,9.1,2.3,0.6,1.5,2.2,264,83.3
BEEF,Dinner,250,26.1,0.0,15.4,6.2,0.0,0.0,65,58.0
Grains,Dinner,365,13.0,74.0,2.5,0.4,7.3,0.7,9,10.1
Meat,Breakfast,250,26.0,0.0,15.4,6.2,0.0,0.0,65,58.0
Snacks,Lunch,534,5.3,65.1,27.9,12.4,2.1,38.5,393,2.1
BEEF,Lunch,231,28.0,0.0,12.4,4.8,0.0,0.0,55,59.4
Vegetables,Dinner,25,2.8,4.8,0.4,0.1,2.6,2.3,33,89.3
GRANOLA BARS,Dinner,471,10.1,64.4,20.3,3.8,6.9,29.4,390,3.0
CAULIFLOWER,Snack,25,1.9,5.0,0.3,0.1,2.0,1.9,30,92.1
COOKIES,Dinner,502,5.6,64.0,25.0,6.1,2.3,25.0,375,2.1
CEREALS,Dinner,377,6.8,84.4,1.8,0.3,8.7,21.2,732,4.1
Snacks,Lunch,534,5.3,65.1,27.9,12.4,2.1,38.5,393,2.1
Dairy,Snack,113,3.2,4.3,9.3,6.1,0.0,4.3,105,82.7
Dairy,Lunch,113,3.2,4.3,9.3,6.1,0.0,4.3,105,82.7
ONIONS,Lunch,40,1.1,9.3,0.1,0.0,1.7,4.2,4,89.1
SALMON,Lunch,153,20.5,0.0,7.3,1.6,0.0,0.0,75,68.7
BABYFOOD,Lunch,71,1.8,16.0,0.4,0.2,1.2,14.8,23,80.5
CEREALS RTE,Dinner,376,5.1,87.6,1.7,0.3,3.1,41.8,546,2.5
Snacks,Lunch,534,5.3,65.1,27.9,12.4,2.1,38.5,393,2.1
CHIVES,Breakfast,30,3.3,4.4,0.7,0.1,2.5,1.9,3,90.5
Snacks,Snack,534,5.3,65.1,27.9,12.4,2.1,38.5,393,2.1
Dairy,Lunch,113,3.2,4.3,9.3,6.1,0.0,4.3,105,82.7
RICE CAKES,Breakfast,387,7.2,81.5,2.8,0.6,4.2,0.7,29,3.1
BEANS,Breakfast,94,4.8,21.1,0.4,0.1,4.1,8.0,343,72.0
BABYFOOD,Breakfast,71,1.8,16.0,0.4,0.2,1.2,14.8,23,80.5
EGG SUBSTITUTE,Lunch,160,11.3,3.2,11.1,1.9,0.0,3.2,199,73.1
No Category,Snack,96,3.8,18.2,0.8,0.5,0.2,17.4,52,76.5
CHICKEN,Dinner,165,31.0,0.0,3.6,1.0,0.0,0.0,74,65.1
Dairy,Snack,113,3.2,4.3,9.3,6.1,0.0,4.3,105,82.7
MORNINGSTAR FARMS SAUSAGE STYLE RECIPE CRUMBLES,Lunch,164,17.8,13.7,4.2,0.6,2.0,1.1,809,61.5
CANDIES,Dinner,387,0.2,99.4,0.2,0.1,0.0,85.2,6,0.2
Grains,Snack,365,13.0,74.0,2.5,0.4,7.3,0.7,9,10.1
GARLIC,Lunch,149,6.4,33.1,0.5,0.1,2.1,1.0,17,58.6
Grains,Dinner,365,13.0,74.0,2.5,0.4,7.3,0.7,9,10.1
Fruits,Snack,52,0.3,13.8,0.2,0.1,2.4,10.4,1,85.4
Grains,Dinner,365,13.0,74.0,2.5,0.4,7.3,0.7,9,10.1
Fruits,Lunch,89,1.1,22.8,0.3,0.1,4.4,15.2,2,74.9
Fruits,Snack,52,0.3,13.8,0.2,0.1,2.4,10.4,1,85.4
Meat,Breakfast,250,26.0,0.0,15.4,6.2,0.0,0.0,65,58.0
VEAL,Lunch,172,21.9,0.0,8.6,4.0,0.0,0.0,82,68.8
LAMB,Lunch,258,25.6,0.0,16.5,7.3,0.0,0.0,72,57.8
CEREALS RTE,Dinner,377,6.8,84.4,1.8,0.3,8.7,21.2,732,4.1
Snacks,Snack,534,5.3,65.1,27.9,12.4,2.1,38.5,393,2.1
BABYFOOD,Breakfast,71,1.8,16.0,0.4,0.2,1.2,14.8,23,80.5
BREAD,Dinner,250,8.7,47.5,3.1,0.4,6.5,0.5,671,37.9
POTATOES,Lunch,77,2.0,17.5,0.1,0.0,2.2,0.8,6,79.2
Beverages,Lunch,42,0.1,10.6,0.0,0.0,0.0,10.6,2,89.3
ARCHWAY Home Style Cookies,Breakfast,502,5.6,64.0,25.0,6.1,2.3,25.0,375,2.1
BEEF,Dinner,155,20.7,0.0,7.4,2.6,0.0,0.0,79,70.3
Meat,Snack,250,26.0,0.0,15.4,6.2,0.0,0.0,65,58.0
CELERY,Dinner,16,0.7,3.0,0.2,0.0,1.6,1.8,80,95.4
Fruits,Lunch,89,1.1,22.8,0.3,0.1,4.4,15.2,2,74.9
Beverages,Snack,42,0.1,10.6,0.0,0.0,0.0,10.6,2,89.3
BF,Breakfast,140,21.1,0.0,5.5,1.8,0.0,0.0,58,72.5
COOKIES,Breakfast,424,5.4,59.1,18.9,4.8,2.5,30.0,294,15.3
Vegetables,Lunch,25,2.8,4.8,0.4,0.1,2.6,2.3,33,89.3
CEREALS RTE,Dinner,365,10.0,81.5,2.9,0.6,8.8,17.6,482,3.2
PIE FILLINGS,Snack,181,0.4,44.4,0.2,0.0,2.6,37.8,12,54.7
CHICKEN,Dinner,165,31.0,0.0,3.6,1.0,0.0,0.0,74,65.1
Vegetables,Lunch,25,2.8,4.8,0.4,0.1,2.6,2.3,33,89.3
Meat,Dinner,250,26.0,0.0,15.4,6.2,0.0,0.0,65,58.0
OIL,Snack,884,0.0,0.0,100.0,6.3,0.0,0.0,0,0.0
GRANOLA BAR,Breakfast,471,10.1,64.4,20.3,3.8,6.9,29.4,390,3.0
Grains,Dinner,365,13.0,74.0,13.0,2.5,7.3,0.4,9.0,10.1
Grains,Snack,381,7.0,77.2,4.2,0.6,3.2,5.7,469,8.8
FAST FOODS,Breakfast,272,13.0,31.0,11.5,4.6,2.1,5.0,825,41.4
CEREALS RTE,Dinner,377,6.8,84.4,1.8,0.3,8.7,21.2,732,4.1
Beverages,Snack,37,0.0,9.2,0.0,0.0,0.0,9.2,7,90.8
Dairy,Dinner,61,3.4,4.7,3.3,2.0,0.0,4.7,44,87.9
PORK,Breakfast,242,27.3,0.0,14.0,5.2,0.0,0.0,62,57.9
No Category,Snack,250,20.0,15.0,12.0,3.0,2.0,8.0,400,50.0
Meat,Dinner,478,10.0,18.3,47.1,15.2,1.4,12.0,241,23.1
MUSHROOMS,Dinner,22,3.1,3.3,0.3,0.1,1.0,1.6,5,92.4
Grains,Dinner,365,13.0,74.0,2.5,0.4,7.3,0.7,9,10.1
CEREALS,Dinner,378,7.5,84.4,1.6,0.3,8.5,12.2,590,4.2
Dairy,Lunch,42,3.4,4.9,1.5,1.0,0.0,4.9,44,89.8
SOUP,Lunch,48,2.3,8.7,0.6,0.3,1.2,2.4,460,87.4
Vegetables,Dinner,25,2.8,4.8,0.4,0.1,2.6,2.3,33,89.3
COWPEAS,Lunch,116,8.0,20.3,0.9,0.2,6.5,3.3,6,64.8
TOMATOES,Dinner,18,0.9,3.9,0.2,0.0,1.2,2.6,5,94.5
BEEF,Breakfast,250,26.1,0.0,15.4,6.2,0.0,0.0,65,58.0
CEREALS,Snack,371,13.7,68.2,6.9,1.1,9.4,1.4,3,9.4
Dairy,Dinner,113,3.2,4.3,9.3,6.1,0.0,4.3,105,82.7
Fruits,Lunch,89,1.1,22.8,0.3,0.1,4.4,15.2,2,74.9
BEEF,Snack,176,27.7,0.0,6.4,2.3,0.0,0.0,36,65.6
CEREALS RTE,Snack,415,4.8,79.7,8.8,1.6,5.5,42.4,475,2.5
BEEF,Dinner,250,26.1,0.0,15.4,6.2,0.0,0.0,65,58.0
SPINACH,Lunch,23,2.9,3.6,0.4,0.1,2.2,0.4,79,91.4
OSCAR MAYER,Breakfast,104,16.6,1.2,3.7,1.2,0.0,0.3,1348,74.6
POTATOES,Snack,77,2.0,17.5,0.1,0.0,2.2,0.8,6,79.2
ORANGE-FLAVOR DRK,Breakfast,44,0.0,11.0,0.1,0.0,0.0,10.9,10,88.7
Fruits,Lunch,67,1.0,17.1,0.4,0.1,1.6,10.7,1,80.9
PORK,Snack,242,27.3,0.0,14.0,5.2,0.0,0.0,62,57.9
Dairy,Snack,113,3.2,4.3,9.3,6.1,0.0,4.3,105,82.7
Beverages,Dinner,39,0.1,9.8,0.0,0.0,0.0,9.6,5,90.1
Fruits,Breakfast,52,0.3,13.8,0.2,0.1,2.4,10.4,1,85.4
Vegetables,Lunch,35,3.0,7.0,0.4,0.1,3.0,3.4,30,86.9
Snacks,Breakfast,534,5.3,65.1,27.9,12.4,2.1,38.5,393,2.1
Fruits,Dinner,67,1.0,17.1,0.4,0.1,1.6,10.7,1,80.9
DANISH PASTRY,Dinner,430,7.1,45.7,25.2,5.8,2.0,25.9,363,20.4
CHICKEN,Lunch,239,27.3,0.0,13.6,3.8,0.0,0.0,82,58.9
Beverages,Snack,42,0.1,10.6,0.0,0.0,0.0,10.6,2,89.3
SEAWEED,Snack,45,8.9,9.6,0.6,0.2,0.3,0.6,233,79.6
LIVER CHEESE,Lunch,328,16.4,2.5,28.7,10.6,0.0,0.0,965,51.4
BEEF,Snack,250,26.1,0.0,15.4,6.2,0.0,0.0,65,58.0
Dairy,Breakfast,61,3.4,4.7,3.3,2.0,0.0,4.7,44,87.9
Fruits,Dinner,67,1.0,17.1,0.4,0.1,1.6,10.7,1,80.9
DUCK,Breakfast,337,19.0,0.0,28.4,9.2,0.0,0.0,74,52.0
MORNINGSTAR FARMS MEATLESS CORN DOGS,Lunch,228,11.4,31.7,6.2,1.1,4.2,7.4,657,48.7
BEEF,Breakfast,257,26.8,0.0,15.8,6.2,0.0,0.0,54,56.8
POPEYES,Snack,203,24.2,0.6,11.5,3.4,0.0,0.0,474,61.4
Snacks,Breakfast,534,5.3,65.1,27.9,12.4,2.1,38.5,393,2.1
MARGARINE-LIKE SPRD,Dinner,717,0.2,0.9,80.5,16.3,0.0,0.9,943,17.1
CARROTS,Breakfast,41,0.9,9.6,0.2,0.0,2.8,4.7,69,88.2
MACARONI,Snack,158,5.8,30.9,0.9,0.2,1.8,0.6,1,62.1
BEEF,Lunch,250,26.1,0.0,15.4,6.2,0.0,0.0,65,58.0
PILLSBURY,Dinner,317,6.9,41.4,13.8,5.2,1.2,6.9,1034,33.5
SOUR CREAM,Lunch,198,3.2,4.6,19.4,12.8,0.0,4.6,78,72.0
BASS,Dinner,124,20.6,0.0,4.2,0.9,0.0,0.0,77,74.6
TURKEY,Breakfast,189,29.1,0.0,7.4,2.1,0.0,0.0,70,63.1
No Category,Breakfast,88,2.4,17.7,1.2,0.2,0.6,12.4,15,77.6
PARSLEY,Snack,36,3.0,6.3,0.8,0.1,3.3,0.9,56,87.7
CHICKEN,Snack,165,31.0,0.0,3.6,1.0,0.0,0.0,74,65.1
Snacks,Dinner,544,14.3,35.6,37.5,8.9,8.5,21.6,1337,1.9
Vegetables,Dinner,25,2.8,4.8,0.4,0.1,2.6,2.3,33,89.3
No Category,Lunch,134,14.6,1.8,7.7,2.5,0.0,0.4,883,73.0
Dairy,Snack,113,3.2,4.3,9.3,6.1,0.0,4.3,105,82.7
PINEAPPLE JUC,Snack,53,0.4,12.9,0.1,0.0,0.2,10.0,2,86.4
Beverages,Snack,42,0.1,10.6,0.0,0.0,0.0,10.6,2,89.3
CRACKERS,Breakfast,334,9.6,80.4,0.9,0.1,22.9,1.0,794,5.0
Beverages,Breakfast,39,0.1,9.8,0.0,0.0,0.0,9.6,5,90.1
FAST FOODS,Snack,272,13.0,31.0,11.5,4.6,2.1,5.0,825,41.4
CEREALS RTE,Snack,320,9.4,80.4,2.2,0.4,17.6,18.9,732,3.7
FROZEN YOGURTS,Dinner,127,3.2,20.6,4.0,2.6,0.0,20.6,63,71.0
BREAD,Snack,265,9.0,49.4,3.2,0.6,2.7,5.7,491,36.9
