Food Category,Meal Type,Calories,Protein,Carbs,Fat,Saturated Fat,Fiber,Sugar,Sodium,Water,calorie_level,protein_level,fiber_level,prot_ratio,carb_ratio,fat_ratio,fiber_per_100kcal,sugar_per_100kcal,density_kcal_100g,satiety_index,balance_score
banana,Meal,134.0,1.6,34.3,0.5,0.2,3.9,18.3,0.055,112.4,Moyen,Faible,Moyen,0.04776119402985075,1.0238805970149254,0.033582089552238806,2.9104477611940296,13.656716417910447,1.34,2.0726495726495733,0.6937208405783243
raspberries,Breakfast,5.0,0.1,1.2,0.034,0.005,0.7,0.4,0.054,8.6,Faible,Faible,Faible,0.08,0.96,0.06120000000000001,13.999999999999998,8.0,0.05,0.9238095238095236,0.7432320268588296
apricot,Lunch,17.0,0.5,3.9,0.1,0.03,0.7,3.2,0.02,30.2,Faible,Faible,Faible,0.11764705882352941,0.9176470588235294,0.052941176470588235,4.117647058823529,18.823529411764707,0.17,1.3760683760683765,0.7090773459435246
strawberry guava,Breakfast,4.0,0.01,1.0,0.008,0.039,0.3,0.0,0.059,4.8,Faible,Faible,Faible,0.01,1.0,0.018000000000000002,7.5,0.0,0.04,0.47115384615384615,0.7137497264976271
kiwifruit green,Meal,42.0,0.8,10.1,0.4,0.095,2.1,6.2,0.096,57.3,Faible,Faible,Moyen,0.0761904761904762,0.9619047619047618,0.08571428571428572,5.0,14.761904761904763,0.42,2.454225352112677,0.7052867816495407
figs,Snack,37.0,0.4,9.6,0.2,0.068,1.5,8.1,0.049,39.6,Faible,Faible,Faible,0.043243243243243246,1.037837837837838,0.04864864864864865,4.054054054054054,21.89189189189189,0.37,0.8394160583941608,0.6939342432920058
clementine,Snack,35.0,0.6,8.9,0.1,0.0,1.3,6.8,0.044,64.1,Faible,Faible,Faible,0.06857142857142857,1.0171428571428571,0.025714285714285714,3.714285714285715,19.42857142857143,0.35,2.077777777777778,0.6980213544503638
orange,Lunch,86.0,1.7,21.6,0.2,0.008,4.4,17.2,0.0,159.6,Faible,Faible,Moyen,0.07906976744186046,1.0046511627906978,0.020930232558139535,5.116279069767442,20.0,0.86,4.322580645161292,0.7052315925916997
bartlett pear,Snack,112.0,0.7,26.6,0.3,0.0,5.5,17.2,0.047,148.9,Moyen,Faible,Élevé,0.024999999999999998,0.9500000000000001,0.024107142857142855,4.910714285714286,15.357142857142856,1.12,3.483490566037737,0.7041230354587179
red white currants,Breakfast,63.0,1.6,15.5,0.2,0.043,4.8,8.3,0.056,94.0,Faible,Faible,Moyen,0.10158730158730159,0.9841269841269841,0.02857142857142857,7.619047619047619,13.174603174603176,0.63,4.693251533742332,0.7195052754145407
blueberries,Breakfast,84.0,1.1,21.4,0.5,0.047,3.6,14.7,0.015,124.6,Faible,Faible,Moyen,0.05238095238095238,1.019047619047619,0.05357142857142857,4.285714285714286,17.5,0.84,3.1521739130434794,0.6977110221328111
mulberries,Lunch,6.0,0.2,1.5,0.049,0.004,0.3,1.2,0.021,13.2,Faible,Faible,Faible,0.13333333333333333,1.0,0.0735,5.0,20.0,0.06,0.6981132075471699,0.7072497856817471
java plum,Meal,2.0,0.034,0.5,0.029,0.0,0.0,0.0,0.063,2.5,Faible,Faible,,0.068,1.0,0.1305,0.0,0.0,0.02,0.15588235294117647,0.6844361008784358
prune puree,Lunch,46.0,0.4,11.7,0.02,0.038,0.6,7.0,0.036,5.4,Faible,Faible,Faible,0.034782608695652174,1.017391304347826,0.003913043478260869,1.3043478260869563,15.217391304347826,0.46,-0.6506849315068495,0.6879351572855027
applesauce,Meal,102.0,0.4,27.5,0.2,0.028,2.7,22.9,0.031,215.3,Moyen,Faible,Moyen,0.01568627450980392,1.0784313725490196,0.01764705882352941,2.6470588235294117,22.45098039215686,1.02,3.1955445544554464,0.6849236841344569
blackberries raw,Snack,62.0,2.0,13.8,0.7,0.076,7.6,7.0,0.05,126.9,Faible,Faible,Élevé,0.12903225806451613,0.8903225806451613,0.10161290322580645,12.258064516129032,11.290322580645162,0.62,7.6080246913580245,0.7424854391444347
plum,Meal,30.0,0.5,7.5,0.2,0.062,0.9,6.5,0.0,57.6,Faible,Faible,Faible,0.06666666666666667,1.0,0.060000000000000005,3.0,21.666666666666668,0.3,1.653846153846154,0.6938835902163267
american grapes,Snack,2.0,0.035,0.4,0.087,0.029,0.09,0.4,0.056,2.0,Faible,Faible,Faible,0.07,0.8,0.39149999999999996,4.5,20.0,0.02,0.08529411764705884,0.6961922192610234
peach,Lunch,59.0,1.4,14.3,0.4,0.034,2.3,12.6,0.0,133.3,Faible,Faible,Moyen,0.09491525423728812,0.9694915254237289,0.061016949152542375,3.8983050847457625,21.35593220338983,0.59,3.8522012578616365,0.7018307377940427
honeydew melon,Meal,64.0,1.0,16.1,0.2,0.055,1.4,14.4,0.062,159.0,Faible,Faible,Faible,0.0625,1.00625,0.028125,2.1875,22.5,0.64,3.5060975609756095,0.6914131015707106
yellow plantain fried,Snack,399.0,2.4,68.9,12.7,3.1,5.4,36.8,0.079,82.9,Élevé,Faible,Élevé,0.024060150375939848,0.6907268170426065,0.2864661654135338,1.3533834586466165,9.223057644110275,3.99,-0.035070140280560554,0.695124919486538
lemons,Breakfast,17.0,0.6,5.4,0.2,0.063,1.6,1.5,0.045,51.6,Faible,Faible,Faible,0.1411764705882353,1.2705882352941178,0.10588235294117647,9.411764705882353,8.823529411764705,0.17,3.427350427350428,0.7087766779542
lime,Meal,20.0,0.5,7.1,0.1,0.087,1.9,1.1,0.082,59.1,Faible,Faible,Faible,0.1,1.42,0.045,9.499999999999998,5.5,0.2,3.870833333333333,0.6998468386712625
pomegranate,Snack,117.0,2.4,26.4,1.6,0.2,5.6,19.3,0.042,109.9,Moyen,Faible,Élevé,0.08205128205128205,0.9025641025641025,0.12307692307692308,4.786324786324786,16.495726495726498,1.17,3.0345622119815667,0.7064304397127192
gooseberries,Lunch,66.0,1.3,15.3,0.9,0.001,6.5,0.0,0.074,131.8,Faible,Faible,Élevé,0.0787878787878788,0.9272727272727274,0.12272727272727273,9.848484848484848,0.0,0.66,7.885542168674698,0.7281993745070027
asian pear,Meal,51.0,0.6,13.0,0.3,0.009,4.4,8.6,0.0,107.7,Faible,Faible,Moyen,0.047058823529411764,1.0196078431372548,0.05294117647058823,8.627450980392158,16.862745098039216,0.51,4.586092715231788,0.7140383677673787
abiyuch,Snack,157.0,3.4,40.1,0.2,0.065,12.1,19.5,0.093,182.2,Moyen,Faible,Élevé,0.08662420382165605,1.021656050955414,0.011464968152866243,7.707006369426751,12.420382165605096,1.57,6.357976653696496,0.7171733582038385
horned melon kiwano,Breakfast,92.0,3.7,15.8,2.6,0.0,0.0,0.0,0.095,185.9,Faible,Faible,,0.16086956521739132,0.6869565217391305,0.25434782608695655,0.0,0.0,0.92,6.768229166666668,0.7064138197337478
fruit walnut salad mcdonalds,Lunch,312.0,4.8,43.8,13.3,1.8,0.0,32.9,0.017,200.5,Élevé,Faible,,0.061538461538461535,0.5615384615384615,0.3836538461538462,0.0,10.544871794871794,3.12,1.2026699029126213,0.6962377627519704
grapefruit,Snack,53.0,1.0,13.3,0.2,0.092,2.0,8.6,0.0,110.1,Faible,Faible,Faible,0.07547169811320754,1.0037735849056604,0.033962264150943396,3.773584905660377,16.22641509433962,0.53,3.611111111111111,0.7001168725635616
japanese persimmon,Snack,118.0,1.0,31.2,0.3,0.089,6.0,21.1,0.067,134.9,Moyen,Faible,Élevé,0.03389830508474576,1.0576271186440678,0.022881355932203386,5.084745762711865,17.88135593220339,1.18,2.8509174311926615,0.6981271706543549
wild raspberries,Lunch,81.0,1.5,18.0,0.4,0.0,9.8,7.2,0.09,109.8,Faible,Faible,Élevé,0.07407407407407407,0.8888888888888888,0.044444444444444446,12.098765432098766,8.88888888888889,0.81,7.0,0.7405862376395858
pink lady apple,Meal,18.0,0.1,3.9,0.1,0.0,0.0,0.0,0.0,0.0,Faible,Faible,,0.022222222222222223,0.8666666666666667,0.05,0.0,0.0,0.18,0.08474576271186442,0.6929749047374795
maraschino cherries,Meal,8.0,0.06,2.1,0.083,0.06,0.2,1.9,0.072,2.9,Faible,Faible,Faible,0.03,1.05,0.093375,2.5,23.75,0.08,-0.18981481481481477,0.6832540998454039
black currants,Snack,71.0,1.6,17.2,0.5,0.019,0.0,0.0,0.075,91.8,Faible,Faible,,0.09014084507042254,0.9690140845070422,0.06338028169014084,0.0,0.0,0.71,3.6198830409356724,0.6918270494010834
plantain cooked,Snack,179.0,1.2,48.0,0.3,0.1,3.5,21.6,0.079,103.6,Moyen,Faible,Moyen,0.026815642458100558,1.0726256983240223,0.015083798882681562,1.9553072625698324,12.067039106145252,1.79,0.9677419354838707,0.6864231047590584
crab apple,Breakfast,84.0,0.4,21.9,0.3,0.064,0.0,0.0,0.03,86.8,Faible,Faible,,0.01904761904761905,1.0428571428571427,0.03214285714285714,0.0,0.0,0.84,2.5760869565217392,0.682346529940247
pom potes materne,Snack,19.0,0.0,0.2,0.2,0.2,0.0,0.068,0.0,0.0,Faible,,,0.0,0.042105263157894736,0.09473684210526316,0.0,0.35789473684210527,0.19,-0.017142857142857144,0.7412918637976117
apple,Meal,95.0,0.5,25.1,0.3,0.043,4.4,18.9,0.062,155.7,Faible,Faible,Moyen,0.021052631578947368,1.056842105263158,0.028421052631578944,4.631578947368421,19.894736842105264,0.95,3.1461538461538465,0.6944933659981849
cantaloupe melon,Breakfast,60.0,1.5,14.4,0.3,0.071,1.6,13.9,0.087,159.6,Faible,Faible,Faible,0.1,0.9600000000000001,0.045,2.666666666666667,23.166666666666668,0.6,4.11875,0.6985264050848125
prickly pear cooked,Meal,7.0,0.091,1.6,0.043,0.0,0.0,0.0,0.0,5.7,Faible,Faible,,0.052,0.9142857142857144,0.05528571428571428,0.0,0.0,0.07,0.3514018691588785,0.6923258436811599
guava,Meal,37.0,1.4,7.9,0.5,0.1,3.0,4.9,0.056,44.4,Faible,Faible,Moyen,0.15135135135135133,0.8540540540540541,0.12162162162162163,8.108108108108109,13.243243243243244,0.37,3.321167883211679,0.7293683721419909
strawberries,Meal,4.0,0.01,0.9,0.069,0.057,0.2,0.6,0.068,10.9,Faible,Faible,Faible,0.01,0.9,0.15525,5.0,15.0,0.04,0.5144230769230771,0.6997062763862535
japanese persimmon dried,Lunch,93.0,0.5,25.0,0.2,0.0,4.9,0.0,0.002,7.8,Faible,Faible,Moyen,0.021505376344086023,1.075268817204301,0.01935483870967742,5.268817204301075,0.0,0.93,2.492227979274611,0.7013472689276659
watermelon,Snack,86.0,1.7,21.6,0.4,0.026,1.1,17.7,0.043,261.5,Faible,Faible,Faible,0.07906976744186046,1.0046511627906978,0.04186046511627907,1.2790697674418605,20.58139534883721,0.86,5.561827956989249,0.689303181436323
elderberries,Breakfast,106.0,1.0,26.7,0.7,0.005,10.2,0.0,0.042,115.7,Moyen,Faible,Élevé,0.03773584905660377,1.0075471698113208,0.059433962264150944,9.622641509433961,0.0,1.06,7.254854368932039,0.7217678042853903
kumquat,Meal,13.0,0.4,3.0,0.2,0.063,1.2,1.8,0.018,15.4,Faible,Faible,Faible,0.12307692307692308,0.9230769230769231,0.13846153846153847,9.23076923076923,13.846153846153847,0.13,1.407079646017699,0.7257181627372917
orange peel,Breakfast,6.0,0.093,1.5,0.017,0.046,0.6,0.0,0.023,4.4,Faible,Faible,Faible,0.062,1.0,0.025500000000000005,10.0,0.0,0.06,0.7481132075471697,0.7276015007658065
pokeberry shoots cooked,Breakfast,33.0,3.8,5.1,0.7,0.0,2.5,2.6,0.4,153.3,Faible,Faible,Moyen,0.4606060606060606,0.6181818181818182,0.19090909090909092,7.575757575757575,7.878787878787879,0.33,9.537593984962406,0.7678898268856337
breadfruit,Snack,227.0,2.4,59.7,0.5,0.1,10.8,24.2,0.057,155.4,Moyen,Faible,Élevé,0.04229074889867841,1.0519823788546256,0.019823788546255508,4.757709251101322,10.66079295154185,2.27,3.53211009174312,0.6999864439843675
pear,Lunch,101.0,0.6,27.1,0.2,0.019,5.5,17.4,0.07,149.4,Moyen,Faible,Élevé,0.023762376237623763,1.0732673267326733,0.017821782178217824,5.445544554455446,17.227722772277225,1.01,3.6069651741293542,0.6980300300189385
sour cherries,Lunch,52.0,1.0,12.5,0.3,0.069,1.6,8.7,0.071,88.7,Faible,Faible,Faible,0.07692307692307693,0.9615384615384616,0.05192307692307692,3.076923076923077,16.73076923076923,0.52,2.7006578947368425,0.6992275782547885
plantain raw,Lunch,218.0,2.3,57.1,0.6,0.3,3.0,31.3,0.082,116.7,Moyen,Faible,Moyen,0.042201834862385317,1.0477064220183487,0.02477064220183486,1.3761467889908257,14.357798165137615,2.18,0.36006289308176087,0.6860907264752829
blackberries frozen,Snack,97.0,1.8,23.7,0.6,0.017,7.6,16.1,0.007,124.1,Faible,Faible,Élevé,0.07422680412371134,0.977319587628866,0.0556701030927835,7.835051546391752,16.5979381443299,0.97,4.697969543147209,0.7160609024378346
cherries,Breakfast,5.0,0.068,1.3,0.056,0.053,0.2,1.0,0.0,6.6,Faible,Faible,Faible,0.054400000000000004,1.04,0.1008,4.0,20.0,0.05,0.24571428571428577,0.6924047045995028
plantain fried,Snack,16.0,0.023,2.6,0.6,0.2,0.2,0.2,0.065,1.9,Faible,Faible,Faible,0.00575,0.65,0.33749999999999997,1.25,1.25,0.16,0.18793103448275866,0.6951220291365214
carambola starfruit,Lunch,26.0,0.9,5.7,0.3,0.077,2.4,3.4,0.047,77.7,Faible,Faible,Moyen,0.13846153846153847,0.8769230769230769,0.10384615384615384,9.23076923076923,13.076923076923077,0.26,4.511904761904762,0.732009062206235
chayote cooked,Lunch,35.0,1.0,7.2,0.8,0.1,4.5,0.0,0.4,149.5,Faible,Faible,Moyen,0.11428571428571428,0.8228571428571428,0.2057142857142857,12.857142857142858,0.0,0.35,8.944444444444443,0.7453379054560585
apple dippers mcdonalds,Snack,33.0,0.0,8.2,0.0,0.0,0.0,6.3,0.0,59.5,Faible,,,0.0,0.9939393939393939,0.0,0.0,19.09090909090909,0.33,0.8157894736842106,0.680532109260081
white grapefruit,Breakfast,78.0,1.6,19.8,0.2,0.072,2.6,17.3,0.0,213.5,Faible,Faible,Moyen,0.08205128205128205,1.0153846153846153,0.023076923076923078,3.3333333333333335,22.17948717948718,0.78,5.1488764044943816,0.6973108198228449
cherimoya,Breakfast,176.0,3.7,41.6,1.6,0.5,7.1,30.2,0.061,186.6,Moyen,Faible,Élevé,0.08409090909090909,0.9454545454545454,0.08181818181818182,4.034090909090909,17.15909090909091,1.76,3.496376811594204,0.7029281730595842
melon balls,Meal,57.0,1.5,13.7,0.4,0.1,1.2,0.0,0.022,156.1,Faible,Faible,Faible,0.10526315789473684,0.9614035087719298,0.06315789473684211,2.1052631578947367,0.0,0.57,6.5382165605095555,0.7017479043441144
golden delicious apple,Lunch,62.0,0.3,14.8,0.2,0.0,2.6,10.9,0.034,93.5,Faible,Faible,Moyen,0.01935483870967742,0.9548387096774194,0.02903225806451613,4.193548387096774,17.580645161290324,0.62,2.3364197530864192,0.6997396650815195
pokeberry shoots raw,Breakfast,37.0,4.2,5.9,0.6,0.0,2.7,0.0,0.05,146.6,Faible,Faible,Moyen,0.4540540540540541,0.6378378378378379,0.14594594594594593,7.297297297297298,0.0,0.37,9.992700729927007,0.7692922054271595
cranberries,Breakfast,21.0,0.2,5.4,0.014,0.089,1.6,1.9,0.03,39.2,Faible,Faible,Faible,0.0380952380952381,1.0285714285714287,0.006,7.6190476190476195,9.047619047619047,0.21,2.3719008264462813,0.713194779294474
quince,Lunch,52.0,0.4,14.1,0.012,0.049,1.7,0.0,0.081,77.1,Faible,Faible,Faible,0.03076923076923077,1.0846153846153845,0.002076923076923077,3.269230769230769,0.0,0.52,3.6940789473684212,0.6947964259413516
chayote raw,Breakfast,25.0,1.1,6.0,0.2,0.027,2.2,2.2,0.094,124.4,Faible,Faible,Moyen,0.17600000000000002,0.96,0.07200000000000001,8.8,8.8,0.25,6.7360000000000015,0.7311283362805828
orange with peel,Snack,100.0,2.1,24.6,0.5,0.036,7.2,0.0,0.028,130.9,Faible,Faible,Élevé,0.084,0.9840000000000001,0.045,7.2,0.0,1.0,7.202500000000001,0.7188610823161435
mango,Meal,202.0,2.8,50.3,1.3,0.3,5.4,45.9,0.027,280.4,Moyen,Faible,Élevé,0.05544554455445544,0.996039603960396,0.057920792079207924,2.6732673267326734,22.722772277227723,2.02,2.440397350993378,0.6917167464708205
wild plum,Snack,147.0,0.7,35.3,0.3,0.0,9.7,17.1,0.047,123.5,Moyen,Faible,Élevé,0.019047619047619046,0.9605442176870748,0.01836734693877551,6.598639455782313,11.632653061224492,1.47,3.848178137651822,0.7106328425821727
groundcherries,Breakfast,74.0,2.7,15.7,1.0,0.0,0.0,0.0,0.0,119.6,Faible,Faible,,0.14594594594594595,0.8486486486486486,0.12162162162162163,0.0,0.0,0.74,4.988505747126436,0.7015322046438545
pesca,Snack,30.0,0.0,0.0,0.1,6.1,0.0,0.0,0.0,0.0,Faible,,,0.0,0.0,0.030000000000000002,0.0,0.0,0.3,0.0,0.7473824477834649
persimmon,Snack,32.0,0.2,8.4,0.1,0.0,0.0,0.0,0.024,16.1,Faible,Faible,,0.025,1.05,0.028125,0.0,0.0,0.32,0.7613636363636365,0.6826279587576356
grapes,Meal,3.0,0.045,0.9,0.044,0.041,0.087,0.8,0.009,3.9,Faible,Faible,Faible,0.06,1.2,0.13199999999999998,2.9,26.666666666666668,0.03,0.06757281553398058,0.6751675089941926
rambutan canned,Breakfast,175.0,1.4,44.7,0.4,0.0,1.9,0.0,0.051,167.0,Moyen,Faible,Faible,0.032,1.0217142857142858,0.02057142857142857,1.0857142857142856,0.0,1.75,4.098181818181818,0.6896095231604626
figs canned,Snack,14.0,0.1,3.8,0.039,0.066,0.6,3.2,0.049,23.0,Faible,Faible,Faible,0.028571428571428574,1.0857142857142856,0.02507142857142857,4.285714285714286,22.857142857142858,0.14,0.6754385964912281,0.6914094506022688
prunes canned,Breakfast,246.0,2.0,65.1,0.5,0.072,8.9,0.0,0.044,165.4,Moyen,Faible,Élevé,0.032520325203252036,1.0585365853658535,0.018292682926829267,3.617886178861789,0.0,2.46,5.026011560693642,0.6971270155954749
pineapples canned,Snack,28.0,0.2,7.4,0.05,0.079,0.4,6.8,0.06,39.2,Faible,Faible,Faible,0.028571428571428574,1.0571428571428572,0.016071428571428573,1.4285714285714286,24.28571428571428,0.28,0.3437500000000003,0.682376954677262
prune plums canned,Snack,27.0,0.2,7.0,0.075,0.006,0.4,6.5,0.055,38.6,Faible,Faible,Faible,0.02962962962962963,1.037037037037037,0.024999999999999998,1.4814814814814814,24.074074074074073,0.27,0.393700787401575,0.6835567583681762
tangerines canned,Meal,92.0,1.5,23.8,0.1,0.087,1.7,22.1,0.022,222.9,Faible,Faible,Faible,0.06521739130434782,1.0347826086956522,0.009782608695652175,1.8478260869565215,24.02173913043478,0.92,3.841145833333335,0.6890796565231271
fruit cocktail canned,Lunch,109.0,1.1,28.1,0.053,0.03,2.4,25.7,0.059,207.2,Moyen,Faible,Moyen,0.04036697247706422,1.0311926605504587,0.004376146788990826,2.201834862385321,23.577981651376145,1.09,2.7129186602870816,0.688833039211676
sour cherries canned,Breakfast,189.0,1.9,48.6,0.3,0.007,2.0,0.0,0.073,200.6,Moyen,Faible,Faible,0.04021164021164021,1.0285714285714287,0.014285714285714284,1.0582010582010584,0.0,1.89,4.681660899653981,0.6901217405107415
mangosteen canned,Meal,143.0,0.8,35.1,1.1,0.0,3.5,0.0,0.024,158.6,Moyen,Faible,Moyen,0.022377622377622378,0.9818181818181818,0.06923076923076923,2.4475524475524475,0.0,1.43,4.74485596707819,0.6940313310371884
apricot juice,Meal,117.0,1.5,30.1,0.07,0.008,3.9,26.2,0.024,211.4,Moyen,Faible,Moyen,0.05128205128205128,1.0290598290598292,0.005384615384615385,3.3333333333333335,22.393162393162395,1.17,3.377880184331798,0.694534523564155
strawberries canned,Snack,234.0,1.4,59.8,0.7,0.064,4.3,55.4,0.024,191.4,Moyen,Faible,Moyen,0.02393162393162393,1.0222222222222221,0.02692307692307692,1.8376068376068377,23.675213675213676,2.34,-0.661676646706586,0.6853624795120395
peach canned,Breakfast,110.0,1.6,28.9,0.094,0.03,3.3,25.7,0.006,218.7,Moyen,Faible,Moyen,0.05818181818181818,1.0509090909090908,0.00769090909090909,2.9999999999999996,23.36363636363636,1.1,3.5547619047619055,0.692111963311715
fruit salad canned,Lunch,125.0,1.3,32.5,0.008,0.08,2.5,0.0,0.069,214.5,Moyen,Faible,Moyen,0.0416,1.04,0.000576,2.0,0.0,1.25,6.233333333333334,0.6938268882424468
gooseberries canned,Lunch,184.0,1.6,47.3,0.5,0.004,6.0,0.0,0.097,201.9,Moyen,Faible,Élevé,0.034782608695652174,1.0282608695652173,0.024456521739130436,3.260869565217391,0.0,1.84,5.808098591549296,0.6975800634821815
grapefruit canned,Snack,88.0,1.4,22.3,0.2,0.09,1.0,21.4,0.091,219.2,Faible,Faible,Faible,0.06363636363636363,1.0136363636363637,0.020454545454545454,1.1363636363636365,24.318181818181817,0.88,3.5851063829787244,0.6869406652295087
pear canned,Lunch,38.0,0.3,9.8,0.001,0.099,1.2,7.4,0.088,65.7,Faible,Faible,Faible,0.031578947368421054,1.0315789473684212,0.0002368421052631579,3.1578947368421053,19.473684210526315,0.38,1.684782608695652,0.692947853409902
raspberries canned,Breakfast,233.0,2.1,59.8,0.3,0.081,8.4,51.4,0.013,192.8,Moyen,Faible,Élevé,0.036051502145922745,1.0266094420600858,0.011587982832618025,3.6051502145922747,22.06008583690987,2.33,0.9129129129129137,0.6941387923880954
papaya canned,Lunch,80.0,0.001,21.8,0.2,0.1,0.6,20.4,0.075,16.9,Faible,Faible,Faible,5e-05,1.09,0.0225,0.7499999999999999,25.499999999999996,0.8,-2.6633333333333327,0.6744862078582162
grapes canned,Snack,98.0,1.2,25.2,0.3,0.034,1.5,23.8,0.022,217.7,Faible,Faible,Faible,0.04897959183673469,1.0285714285714285,0.027551020408163263,1.530612244897959,24.28571428571429,0.98,3.103535353535354,0.6858323355239632
apple dried,Lunch,145.0,0.6,39.1,0.2,0.088,5.1,34.0,0.024,214.5,Moyen,Faible,Élevé,0.016551724137931035,1.0786206896551724,0.012413793103448275,3.5172413793103448,23.448275862068968,1.45,2.1244897959183677,0.6883374753971551
peach dried,Snack,199.0,3.0,50.8,0.6,0.055,7.0,43.8,0.059,201.5,Moyen,Faible,Élevé,0.06030150753768844,1.0211055276381908,0.027135678391959798,3.5175879396984926,22.01005025125628,1.99,1.8511705685618747,0.6955419982934569
plantain chips,Meal,150.0,0.6,18.1,8.4,2.4,1.0,0.3,0.039,0.6,Moyen,Faible,Faible,0.016,0.4826666666666667,0.504,0.6666666666666666,0.19999999999999998,1.5,0.5359999999999999,0.6962518517455728
raisins seeded,Breakfast,488.0,4.2,129.5,0.9,0.3,11.2,0.0,0.098,27.3,Élevé,Faible,Élevé,0.03442622950819672,1.0614754098360655,0.016598360655737703,2.2950819672131146,0.0,4.88,2.4702380952380953,0.6921253396765694
pear dried,Lunch,94.0,0.7,25.1,0.2,0.003,2.7,22.4,0.074,9.6,Faible,Faible,Moyen,0.02978723404255319,1.0680851063829788,0.019148936170212766,2.8723404255319154,23.829787234042552,0.94,-1.7422680412371132,0.6872805160153144
raisins,Meal,90.0,1.0,23.8,0.056,0.005,1.4,19.6,0.025,4.6,Faible,Faible,Faible,0.044444444444444446,1.0577777777777777,0.0056,1.5555555555555554,21.77777777777778,0.9,-1.8578947368421053,0.6854191849808637
prune plums dried,Snack,308.0,2.7,81.5,0.5,0.01,9.4,0.0,0.011,161.4,Élevé,Faible,Élevé,0.03506493506493507,1.0584415584415585,0.01461038961038961,3.051948051948052,0.0,3.08,4.482843137254902,0.6953793809233905
figs dried,Lunch,21.0,0.3,5.4,0.008,0.014,0.8,4.0,0.091,2.5,Faible,Faible,Faible,0.05714285714285714,1.0285714285714287,0.003428571428571429,3.8095238095238098,19.047619047619047,0.21,-0.11157024793388412,0.6978704477547696
longans dried,Breakfast,5.0,0.027,1.3,0.091,0.0,0.0,0.0,0.018,0.3,Faible,Faible,,0.0216,1.04,0.1638,0.0,0.0,0.05,0.039999999999999994,0.6760279205569762
banana chips,Snack,147.0,0.7,16.5,9.5,8.2,2.2,10.0,0.099,1.2,Moyen,Faible,Moyen,0.019047619047619046,0.4489795918367347,0.5816326530612245,1.4965986394557824,6.802721088435375,1.47,-0.19433198380566802,0.6962028244550685
lychee dried,Snack,7.0,0.01,1.8,0.003,0.076,0.1,1.7,0.049,0.6,Faible,Faible,Faible,0.005714285714285714,1.0285714285714287,0.003857142857142857,1.4285714285714286,24.28571428571428,0.07,-0.3644859813084112,0.6827822121743016
apricot dried,Breakfast,17.0,0.2,4.4,0.015,0.02,0.5,3.7,0.066,2.2,Faible,Faible,Faible,0.047058823529411764,1.035294117647059,0.007941176470588236,2.941176470588235,21.764705882352942,0.17,-0.34188034188034194,0.6922850387397516
longan,Lunch,2.0,0.009,0.5,0.076,0.0,0.071,0.0,0.0,2.6,Faible,Faible,Faible,0.018,1.0,0.34199999999999997,3.55,0.0,0.02,0.19196078431372549,0.6827621318478717
mamey sapote,Breakfast,217.0,2.5,56.2,0.8,0.3,9.5,35.2,0.008,113.5,Moyen,Faible,Élevé,0.04608294930875576,1.0359447004608295,0.03317972350230415,4.377880184331797,16.22119815668203,2.17,1.6451104100946379,0.6977905190263018
waxgourd cooked,Lunch,19.0,0.7,4.3,0.4,0.026,1.8,2.1,0.6,168.1,Faible,Faible,Faible,0.14736842105263157,0.9052631578947368,0.18947368421052632,9.473684210526315,11.052631578947368,0.19,8.331932773109243,0.7280669031640189
jackfruit,Breakfast,33.0,0.6,8.1,0.2,0.071,0.5,6.7,0.094,25.7,Faible,Faible,Faible,0.07272727272727272,0.9818181818181818,0.05454545454545455,1.5151515151515151,20.3030303030303,0.33,0.20676691729323335,0.6905224865417267
loquats,Breakfast,9.0,0.09,2.4,0.071,0.085,0.3,0.0,0.053,17.3,Faible,Faible,Faible,0.04,1.0666666666666667,0.071,3.3333333333333335,0.0,0.09,1.0963302752293578,0.6934917196035739
nance,Meal,82.0,0.7,19.0,1.3,0.0,8.4,9.3,0.039,90.3,Faible,Faible,Élevé,0.03414634146341463,0.926829268292683,0.1426829268292683,10.24390243902439,11.341463414634148,0.82,5.024725274725275,0.7218319020516374
prickly pear,Snack,42.0,0.8,9.9,0.5,0.014,3.7,0.0,0.044,90.2,Faible,Faible,Moyen,0.0761904761904762,0.9428571428571428,0.10714285714285714,8.80952380952381,0.0,0.42,5.823943661971832,0.7237850217546477
lychee,Meal,6.0,0.024,1.6,0.016,0.06,0.1,1.5,0.029,7.8,Faible,Faible,Faible,0.016,1.0666666666666667,0.024000000000000004,1.6666666666666667,25.0,0.06,0.04150943396226418,0.6809688978482088
naranjilla lulo pulp,Snack,30.0,0.5,7.1,0.3,0.0,1.3,4.5,0.044,111.7,Faible,Faible,Faible,0.06666666666666667,0.9466666666666667,0.09,4.333333333333334,15.0,0.3,4.442307692307693,0.7025728951078046
coconut meat dried,Snack,187.0,1.9,6.7,18.3,16.2,4.6,2.1,0.058,0.8,Moyen,Faible,Moyen,0.040641711229946524,0.14331550802139037,0.8807486631016044,2.459893048128342,1.1229946524064172,1.87,1.7386759581881532,0.7075193390897522
waxgourd raw,Snack,17.0,0.5,4.0,0.3,0.036,3.8,0.0,0.1,126.9,Faible,Faible,Moyen,0.11764705882352941,0.9411764705882353,0.1588235294117647,22.352941176470587,0.0,0.17,8.44871794871795,0.7768779775361977
surinam cherry pitanga,Snack,2.0,0.045,0.5,0.059,0.0,0.0,0.0,0.1,6.4,Faible,Faible,,0.09,1.0,0.26549999999999996,0.0,0.0,0.02,0.357843137254902,0.6795036425135674
