Food Category,Meal Type,Calories,Protein,Carbs,Fat,Saturated Fat,Fiber,Sugar,Sodium,Water
Dairy,Breakfast,183.0,2.2,23.1,39.0,6.7,7.2,49.3,320.0,322.0
Snacks,Lunch,449.0,30.3,53.1,49.8,10.65,9.9,45.3,622.0,350.0
Dairy,Snack,495.0,38.7,47.3,31.7,7.66,0.2,15.1,210.0,808.0
Beverages,Breakfast,76.0,3.1,65.8,16.2,2.72,5.1,40.2,441.0,181.0
Fruits,Snack,368.0,26.8,46.9,18.8,4.03,8.2,42.1,376.0,486.0
Grains,Lunch,282.0,2.4,98.7,23.0,3.85,7.3,30.7,180.0,553.0
Beverages,Lunch,68.0,22.1,35.2,25.5,5.51,3.1,48.7,976.0,887.0
Fruits,Lunch,583.0,5.6,57.7,45.2,7.86,6.7,41.2,218.0,511.0
Vegetables,Breakfast,555.0,18.1,38.1,45.8,9.8,7.1,25.1,656.0,144.0
Grains,Lunch,71.0,30.1,85.9,45.6,9.27,3.9,29.2,669.0,165.0
Meat,Lunch,134.0,7.7,84.6,33.3,6.56,5.1,9.4,71.0,172.0
Meat,Breakfast,522.0,39.1,40.7,42.1,9.85,7.0,39.2,186.0,853.0
Grains,Lunch,502.0,7.1,59.2,39.8,7.55,2.2,15.9,187.0,307.0
Fruits,Lunch,548.0,9.4,39.2,14.0,2.7,4.2,29.9,897.0,744.0
Fruits,Lunch,371.0,31.6,92.1,39.0,7.83,4.3,34.1,27.0,824.0
Meat,Breakfast,310.0,12.3,73.1,14.1,2.78,3.0,14.5,556.0,723.0
Vegetables,Lunch,128.0,44.6,6.9,27.8,8.03,5.1,38.4,876.0,155.0
Vegetables,Snack,278.0,49.5,95.7,4.2,0.89,7.1,36.2,188.0,905.0
Fruits,Snack,127.0,12.3,46.0,6.1,1.23,6.9,19.2,233.0,393.0
Beverages,Dinner,200.0,25.0,65.6,23.5,4.8,7.8,32.9,923.0,498.0
Vegetables,Snack,358.0,41.0,21.9,46.8,11.99,9.6,44.8,986.0,184.0
Vegetables,Breakfast,407.0,27.7,62.1,27.8,5.86,3.0,28.0,917.0,843.0
Grains,Lunch,548.0,46.9,74.8,38.9,8.83,1.2,20.4,714.0,943.0
Grains,Lunch,68.0,6.4,22.4,8.5,1.64,7.0,39.9,670.0,250.0
Snacks,Lunch,382.0,37.6,82.5,42.3,9.08,7.5,22.8,474.0,184.0
Snacks,Snack,270.0,33.6,18.6,17.2,4.64,4.6,15.2,642.0,727.0
Beverages,Breakfast,277.0,47.5,61.2,9.1,2.08,3.4,31.0,756.0,220.0
Fruits,Dinner,578.0,43.8,76.5,41.3,10.08,1.8,7.5,888.0,455.0
Dairy,Lunch,452.0,17.1,81.1,6.1,1.13,6.3,48.0,30.0,558.0
Fruits,Breakfast,329.0,26.1,61.2,36.2,7.48,7.1,35.8,596.0,865.0
Vegetables,Snack,552.0,23.4,9.5,21.9,6.86,6.2,3.4,251.0,753.0
Snacks,Breakfast,157.0,26.3,44.9,11.6,2.95,5.2,5.0,426.0,923.0
Grains,Breakfast,467.0,24.0,11.7,7.7,1.99,6.5,46.1,712.0,108.0
Dairy,Lunch,162.0,5.0,94.0,37.6,6.37,6.6,37.3,102.0,825.0
Meat,Snack,72.0,34.7,30.6,18.9,4.51,8.3,44.0,51.0,525.0
Dairy,Lunch,194.0,28.1,57.5,3.2,0.74,7.7,10.4,760.0,684.0
Snacks,Breakfast,488.0,49.5,66.8,31.1,6.94,6.1,45.3,348.0,736.0
Dairy,Snack,179.0,17.4,99.0,30.4,7.14,7.2,3.0,267.0,937.0
Snacks,Breakfast,254.0,14.5,37.2,17.2,3.46,5.0,46.8,412.0,722.0
Beverages,Lunch,272.0,3.2,46.1,8.0,1.41,0.8,24.8,806.0,725.0
Meat,Dinner,583.0,41.4,43.9,30.8,7.84,5.7,10.3,914.0,889.0
Dairy,Snack,413.0,35.5,19.9,19.9,5.75,3.8,6.2,507.0,434.0
Beverages,Snack,294.0,50.0,72.1,3.4,0.76,9.5,36.9,624.0,535.0
Beverages,Snack,174.0,9.6,79.5,8.5,1.51,1.3,35.9,846.0,922.0
Meat,Lunch,202.0,45.7,50.1,26.8,6.33,4.9,27.4,876.0,664.0
Beverages,Lunch,517.0,10.2,68.2,42.8,8.24,6.3,16.4,67.0,556.0
Fruits,Breakfast,230.0,3.4,92.2,5.4,1.08,3.0,6.1,829.0,656.0
Snacks,Lunch,318.0,17.2,13.3,2.2,0.59,6.9,8.5,885.0,343.0
Dairy,Dinner,285.0,28.6,83.6,31.6,7.18,1.9,7.7,510.0,603.0
Beverages,Breakfast,145.0,6.5,42.5,6.8,1.24,4.6,33.6,18.0,885.0
Snacks,Snack,169.0,33.9,89.2,22.5,4.59,8.3,33.7,550.0,576.0
Vegetables,Breakfast,530.0,14.0,71.0,5.6,1.08,6.3,23.4,67.0,749.0
Fruits,Snack,255.0,18.3,18.8,15.4,3.68,2.1,24.5,917.0,152.0
Vegetables,Dinner,276.0,24.4,75.4,23.2,4.79,2.6,19.6,780.0,728.0
Fruits,Dinner,381.0,41.2,67.4,37.8,8.81,3.1,13.7,194.0,179.0
Beverages,Breakfast,595.0,4.3,54.9,10.0,1.77,2.1,25.6,245.0,732.0
Grains,Snack,548.0,25.2,99.5,10.7,2.17,1.5,17.2,313.0,531.0
Grains,Dinner,236.0,18.8,10.2,7.6,2.04,5.7,15.6,154.0,538.0
Beverages,Dinner,446.0,14.3,5.1,9.8,2.64,5.5,29.0,851.0,748.0
Beverages,Dinner,353.0,6.8,5.6,4.4,1.06,1.1,28.0,521.0,895.0
Beverages,Snack,62.0,41.7,75.7,15.2,3.25,3.5,39.8,63.0,975.0
Grains,Snack,539.0,28.0,40.5,30.3,6.95,9.8,21.4,984.0,682.0
Meat,Breakfast,381.0,24.2,73.9,31.1,6.14,6.6,41.8,326.0,464.0
Dairy,Breakfast,483.0,36.4,77.6,14.1,4.09,3.1,0.4,970.0,512.0
Snacks,Lunch,231.0,35.3,65.8,45.8,10.57,5.0,12.3,274.0,833.0
Snacks,Dinner,280.0,14.1,15.8,18.7,4.64,8.2,11.9,166.0,105.0
Beverages,Dinner,124.0,34.6,21.6,31.7,8.96,1.8,6.9,691.0,977.0
Meat,Breakfast,156.0,24.0,11.2,15.1,4.17,4.9,13.9,656.0,454.0
Meat,Dinner,61.0,14.6,56.2,47.9,10.02,6.0,12.4,742.0,959.0
Meat,Snack,488.0,29.8,25.2,20.8,5.34,6.7,13.6,274.0,489.0
Fruits,Snack,59.0,27.5,12.8,24.1,6.62,8.0,15.0,150.0,838.0
Grains,Breakfast,589.0,13.0,30.9,14.9,3.09,7.3,30.7,556.0,808.0
Snacks,Lunch,281.0,45.4,67.6,15.5,3.41,7.0,44.4,259.0,784.0
Snacks,Snack,569.0,38.9,61.8,8.0,1.93,6.3,9.5,107.0,733.0
Vegetables,Lunch,103.0,14.0,75.4,27.3,5.19,10.0,24.9,175.0,577.0
Fruits,Lunch,560.0,18.0,78.5,5.6,1.17,6.6,10.9,346.0,113.0
Vegetables,Dinner,371.0,35.7,63.7,9.4,2.0,2.2,46.7,19.0,473.0
Vegetables,Breakfast,315.0,30.1,52.7,30.1,7.54,2.9,5.7,390.0,921.0
Meat,Snack,443.0,31.7,52.0,45.4,12.56,6.7,2.1,545.0,148.0
Vegetables,Lunch,517.0,44.2,67.5,17.9,3.92,5.0,43.7,459.0,352.0
Vegetables,Snack,90.0,42.4,18.4,8.2,2.17,5.7,36.9,808.0,829.0
Vegetables,Lunch,184.0,15.7,97.1,44.5,9.42,9.6,7.2,310.0,507.0
Grains,Lunch,534.0,5.8,57.5,32.0,6.0,9.7,15.8,95.0,496.0
Dairy,Lunch,177.0,36.7,34.8,43.1,10.15,2.4,46.9,206.0,637.0
Grains,Snack,474.0,46.8,58.5,24.0,5.43,0.8,44.0,63.0,406.0
Beverages,Dinner,495.0,21.8,85.7,47.1,9.19,2.9,28.4,290.0,171.0
Grains,Snack,400.0,6.4,25.0,40.4,7.68,0.6,42.5,392.0,571.0
Snacks,Dinner,217.0,10.5,71.0,12.5,2.25,8.6,42.1,625.0,748.0
Dairy,Snack,142.0,32.9,15.8,29.6,8.06,3.9,16.7,990.0,304.0
Dairy,Snack,500.0,20.9,98.4,39.6,7.33,7.6,49.6,442.0,638.0
Dairy,Breakfast,124.0,4.3,17.2,13.4,2.64,5.7,22.4,700.0,319.0
Dairy,Dinner,240.0,45.6,28.3,26.7,6.88,2.8,25.4,483.0,560.0
Beverages,Dinner,377.0,49.0,69.5,2.8,0.66,8.0,15.6,874.0,510.0
Snacks,Snack,528.0,37.2,75.1,3.4,0.72,7.5,32.1,735.0,598.0
Dairy,Lunch,587.0,6.7,35.7,34.5,7.21,1.4,8.9,173.0,280.0
Beverages,Breakfast,194.0,44.1,49.1,48.4,11.54,1.1,22.6,169.0,768.0
Fruits,Dinner,132.0,8.0,82.9,8.9,2.08,0.3,2.1,729.0,613.0
Vegetables,Snack,113.0,47.7,55.7,34.3,10.31,3.2,1.1,617.0,420.0
Beverages,Lunch,278.0,48.8,41.2,32.6,9.09,7.5,5.3,801.0,689.0
Meat,Dinner,207.0,14.7,51.5,14.0,2.76,3.3,29.3,125.0,412.0
Grains,Lunch,430.0,2.7,84.9,7.5,1.4,5.4,10.9,84.0,983.0
Vegetables,Lunch,128.0,21.6,79.4,9.1,1.75,5.1,44.3,324.0,787.0
Fruits,Snack,211.0,29.0,30.7,6.6,1.57,8.9,25.0,132.0,204.0
Fruits,Breakfast,320.0,39.7,82.7,14.8,3.91,6.6,2.6,542.0,288.0
Dairy,Breakfast,426.0,7.7,53.3,13.5,2.46,2.8,31.6,794.0,132.0
Snacks,Breakfast,88.0,5.4,71.7,34.7,8.84,7.9,0.3,813.0,555.0
Vegetables,Dinner,342.0,14.6,82.2,21.3,4.01,1.2,26.9,243.0,684.0
Vegetables,Lunch,137.0,2.9,65.0,38.4,7.03,8.3,13.7,156.0,529.0
Dairy,Snack,321.0,46.4,73.4,16.4,4.0,9.4,8.8,599.0,303.0
Meat,Snack,355.0,18.3,73.6,20.1,3.91,4.4,28.4,188.0,713.0
Vegetables,Lunch,166.0,19.3,23.4,27.3,6.2,9.8,41.3,973.0,794.0
Fruits,Lunch,365.0,36.4,25.8,12.7,3.12,8.0,48.5,346.0,871.0
Beverages,Breakfast,439.0,46.8,24.6,11.3,3.5,0.2,3.0,147.0,575.0
Fruits,Dinner,92.0,41.4,98.5,29.6,7.62,7.7,2.9,147.0,826.0
Vegetables,Dinner,112.0,6.0,55.0,4.6,0.81,7.8,36.8,489.0,330.0
Vegetables,Dinner,574.0,38.1,49.4,24.5,5.87,8.1,15.0,702.0,902.0
Meat,Snack,430.0,30.9,73.9,37.4,7.98,8.6,20.4,632.0,707.0
Snacks,Dinner,98.0,41.7,64.8,32.3,7.41,9.7,18.6,697.0,929.0
Grains,Breakfast,316.0,29.1,65.7,36.3,7.47,2.0,44.1,381.0,151.0
Vegetables,Breakfast,300.0,41.2,93.4,25.4,6.38,1.6,4.0,163.0,174.0
Fruits,Breakfast,429.0,34.8,25.4,45.3,13.68,4.1,2.5,933.0,131.0
Beverages,Snack,340.0,23.1,88.0,11.2,2.14,5.4,45.3,480.0,102.0
Beverages,Dinner,592.0,39.9,19.1,12.0,3.18,8.2,27.7,380.0,995.0
Vegetables,Lunch,512.0,12.9,33.6,23.3,5.54,4.6,5.6,866.0,163.0
Fruits,Snack,57.0,15.1,48.3,8.6,1.72,8.8,28.8,627.0,749.0
Grains,Snack,469.0,31.6,13.1,49.5,14.52,8.5,7.6,194.0,262.0
Vegetables,Breakfast,556.0,30.3,75.0,29.4,6.81,1.5,7.9,286.0,577.0
Meat,Dinner,297.0,35.0,42.0,1.0,0.25,8.6,8.6,738.0,458.0
Fruits,Dinner,220.0,37.3,7.2,35.8,10.12,5.0,46.1,179.0,619.0
Meat,Lunch,114.0,39.9,77.5,48.5,10.24,8.0,42.6,673.0,792.0
Vegetables,Lunch,354.0,3.5,18.1,44.5,8.34,4.4,30.3,700.0,363.0
Meat,Breakfast,169.0,22.7,64.2,19.1,5.31,0.9,0.6,71.0,461.0
Meat,Lunch,137.0,32.2,8.4,17.2,5.19,3.5,9.0,418.0,946.0
Vegetables,Lunch,349.0,43.6,37.6,9.5,2.3,4.5,34.4,37.0,719.0
Grains,Lunch,156.0,22.6,69.8,25.4,7.22,7.0,0.1,911.0,201.0
Fruits,Dinner,553.0,20.0,55.9,46.2,9.65,6.4,20.2,69.0,437.0
Fruits,Lunch,282.0,27.4,94.7,4.4,1.03,7.4,4.7,151.0,927.0
Dairy,Dinner,206.0,13.3,31.5,28.0,5.79,7.4,33.2,181.0,255.0
Meat,Snack,504.0,6.7,85.9,16.5,3.92,6.3,1.5,266.0,322.0
Dairy,Breakfast,109.0,26.0,45.0,44.4,9.56,7.4,40.1,975.0,883.0
Vegetables,Snack,131.0,2.9,59.4,40.0,6.79,6.9,34.2,810.0,265.0
Vegetables,Breakfast,118.0,45.0,14.7,25.5,8.68,7.7,1.3,778.0,253.0
Beverages,Breakfast,406.0,3.9,38.1,30.0,5.22,3.4,43.6,173.0,310.0
Grains,Snack,592.0,28.3,44.3,9.0,2.02,5.8,25.2,201.0,716.0
Grains,Snack,444.0,27.1,34.8,9.6,2.15,8.6,46.7,957.0,215.0
Fruits,Snack,150.0,11.4,12.9,28.7,7.44,9.5,7.0,989.0,918.0
Dairy,Breakfast,135.0,42.1,27.9,4.3,1.07,2.1,45.3,755.0,859.0
Grains,Snack,510.0,43.8,30.2,21.0,5.55,5.7,13.8,327.0,182.0
Fruits,Breakfast,190.0,49.9,9.5,33.2,9.44,0.2,43.3,441.0,195.0
Vegetables,Breakfast,410.0,49.5,20.2,46.7,12.41,3.1,41.4,877.0,540.0
Dairy,Dinner,494.0,34.6,13.3,30.7,8.25,0.8,34.8,209.0,823.0
Vegetables,Breakfast,116.0,4.6,21.9,21.9,4.13,7.9,32.0,569.0,138.0
Grains,Lunch,227.0,21.8,12.8,9.3,2.34,4.2,47.2,127.0,651.0
Grains,Snack,595.0,46.0,67.9,30.8,6.78,4.4,45.2,130.0,262.0
Snacks,Snack,185.0,14.4,32.9,19.7,4.04,2.9,42.2,316.0,745.0
Grains,Snack,156.0,1.6,57.6,1.2,0.22,6.7,13.6,102.0,842.0
Snacks,Lunch,169.0,34.7,54.5,35.8,7.82,2.8,41.0,927.0,737.0
Beverages,Lunch,228.0,7.0,72.8,27.1,4.7,7.3,43.5,762.0,293.0
Meat,Snack,229.0,1.8,8.2,8.1,1.84,2.6,4.6,717.0,173.0
Beverages,Dinner,309.0,30.2,59.2,35.1,7.39,1.7,42.3,36.0,456.0
Beverages,Dinner,518.0,29.2,55.4,10.2,2.2,8.1,30.6,25.0,399.0
Beverages,Lunch,297.0,5.8,22.4,11.0,2.13,1.0,32.3,551.0,792.0
Vegetables,Lunch,403.0,38.1,13.5,23.0,6.23,2.4,36.0,560.0,704.0
Beverages,Snack,195.0,10.3,19.6,17.4,4.62,5.2,2.6,136.0,980.0
Snacks,Dinner,497.0,33.1,87.3,2.4,0.49,5.4,29.1,548.0,617.0
Fruits,Breakfast,286.0,5.1,11.7,36.9,7.46,3.5,48.9,807.0,208.0
Grains,Lunch,277.0,19.6,67.6,36.4,7.41,4.9,19.6,304.0,904.0
Vegetables,Lunch,318.0,2.7,42.9,27.7,4.67,2.5,45.2,60.0,799.0
Dairy,Breakfast,98.0,15.9,14.0,2.7,0.65,5.6,37.1,956.0,952.0
Fruits,Dinner,137.0,5.4,9.0,36.6,8.05,9.5,24.0,640.0,199.0
Snacks,Breakfast,326.0,23.0,92.0,9.8,2.07,6.0,10.7,518.0,952.0
Grains,Dinner,348.0,11.6,94.7,42.2,7.42,3.7,46.8,316.0,699.0
Snacks,Dinner,414.0,12.4,87.4,26.0,4.66,1.1,41.6,664.0,862.0
Grains,Dinner,200.0,21.0,25.3,47.8,10.81,5.7,47.7,70.0,612.0
Fruits,Lunch,487.0,3.0,42.7,7.7,1.67,7.1,3.7,504.0,922.0
Fruits,Snack,574.0,19.6,37.8,6.2,1.32,5.4,34.9,956.0,511.0
Dairy,Lunch,135.0,4.0,31.0,23.7,4.26,9.8,32.9,427.0,703.0
Fruits,Dinner,289.0,16.5,16.7,41.3,10.71,3.9,8.5,942.0,751.0
Meat,Lunch,83.0,9.3,94.2,12.6,2.22,2.0,34.2,145.0,735.0
Beverages,Snack,516.0,14.5,52.3,17.7,3.62,7.1,17.2,254.0,208.0
Fruits,Dinner,121.0,38.7,36.6,14.6,3.6,0.1,19.4,5.0,713.0
Fruits,Dinner,57.0,48.3,27.0,33.6,8.89,9.0,20.5,114.0,456.0
Snacks,Breakfast,126.0,40.9,44.8,8.5,2.01,4.0,26.6,193.0,753.0
Fruits,Lunch,441.0,30.2,9.2,14.9,4.08,7.0,38.2,347.0,530.0
Meat,Breakfast,444.0,17.2,33.1,39.5,8.89,5.1,15.1,481.0,183.0
Dairy,Snack,521.0,41.6,43.3,13.7,3.28,7.0,24.7,713.0,727.0
Grains,Dinner,341.0,20.9,90.7,45.6,8.58,5.2,43.3,586.0,553.0
Fruits,Lunch,145.0,44.4,99.4,38.3,8.58,5.8,12.8,765.0,298.0
Dairy,Breakfast,224.0,22.6,40.7,9.7,2.34,9.6,8.0,756.0,135.0
Beverages,Snack,358.0,9.4,56.5,31.8,5.84,2.3,34.7,533.0,713.0
Dairy,Breakfast,92.0,8.2,48.1,17.8,3.4,3.8,20.5,991.0,827.0
Beverages,Snack,150.0,22.9,81.9,28.6,5.89,3.3,16.4,109.0,174.0
Vegetables,Breakfast,309.0,42.6,50.6,12.3,2.8,4.7,47.5,38.0,655.0
Beverages,Breakfast,580.0,29.9,48.3,19.0,4.31,0.7,20.0,486.0,740.0
Fruits,Dinner,125.0,21.4,63.6,6.5,1.46,1.3,8.2,490.0,168.0
Fruits,Lunch,510.0,42.5,36.1,39.5,9.49,8.3,44.2,153.0,290.0
Vegetables,Lunch,82.0,48.7,49.2,32.7,8.22,4.5,13.2,986.0,236.0
Snacks,Breakfast,354.0,31.5,76.1,25.6,5.28,9.0,34.3,277.0,337.0
Vegetables,Breakfast,595.0,39.8,62.9,29.7,6.6,7.3,29.4,661.0,708.0
Snacks,Lunch,346.0,36.7,50.8,35.0,8.98,7.0,6.3,816.0,938.0
Dairy,Snack,229.0,4.7,31.1,9.2,1.69,9.2,30.3,41.0,200.0
Dairy,Lunch,537.0,35.8,46.2,28.8,6.49,5.4,42.7,251.0,441.0
Grains,Dinner,349.0,34.5,75.7,48.7,10.04,1.3,47.5,151.0,780.0
Snacks,Breakfast,573.0,11.3,77.7,5.2,1.16,5.6,4.3,9.0,620.0
Beverages,Lunch,193.0,23.3,6.7,1.9,0.56,5.9,11.0,561.0,461.0
Fruits,Snack,146.0,23.4,38.6,13.1,2.87,7.6,33.3,286.0,727.0
Beverages,Snack,244.0,41.9,86.1,13.0,2.72,6.3,43.6,233.0,308.0
Grains,Snack,486.0,9.1,52.7,10.3,1.94,4.3,25.3,250.0,960.0
Dairy,Dinner,53.0,28.8,5.2,28.5,8.25,7.1,26.4,476.0,146.0
Beverages,Dinner,549.0,32.9,47.5,25.5,5.82,3.5,23.3,789.0,479.0
Dairy,Lunch,388.0,43.2,20.1,31.4,8.58,4.0,17.4,573.0,939.0
Grains,Lunch,82.0,8.4,5.1,11.0,3.59,7.7,0.6,444.0,828.0
Meat,Dinner,51.0,13.5,82.3,40.8,8.35,3.7,9.8,374.0,311.0
Fruits,Snack,223.0,28.1,19.9,49.8,12.44,9.0,31.4,990.0,695.0
Vegetables,Dinner,265.0,27.6,63.9,14.9,3.07,9.9,39.4,727.0,439.0
Vegetables,Dinner,114.0,26.2,9.0,20.4,5.46,5.9,49.6,280.0,809.0
Beverages,Dinner,555.0,46.0,98.3,27.5,5.9,1.7,24.4,901.0,442.0
Fruits,Breakfast,447.0,45.8,91.3,25.3,5.6,1.4,18.3,535.0,629.0
Vegetables,Lunch,144.0,15.4,70.0,25.5,4.76,1.0,44.9,822.0,358.0
Snacks,Lunch,149.0,23.3,92.7,14.1,2.67,4.1,49.1,82.0,490.0
Snacks,Snack,575.0,9.8,88.7,28.3,4.92,4.2,49.3,826.0,880.0
Meat,Breakfast,160.0,11.7,92.2,13.9,2.59,3.3,20.5,197.0,537.0
Grains,Lunch,548.0,45.3,55.0,24.3,5.57,0.3,35.6,280.0,389.0
Vegetables,Dinner,280.0,20.1,67.4,18.5,3.75,2.6,22.1,9.0,497.0
Beverages,Lunch,101.0,9.6,50.2,1.0,0.21,7.3,7.6,570.0,300.0
Snacks,Breakfast,578.0,10.1,35.2,28.1,5.39,0.4,49.2,380.0,159.0
Vegetables,Breakfast,426.0,23.9,31.7,39.0,9.52,0.6,11.3,146.0,994.0
Snacks,Breakfast,107.0,31.7,35.1,13.1,3.01,7.4,45.4,914.0,887.0
Grains,Snack,70.0,24.5,53.3,43.1,9.74,1.5,12.0,515.0,495.0
Fruits,Lunch,397.0,2.5,66.2,36.5,6.89,8.5,10.0,684.0,933.0
Grains,Breakfast,415.0,8.2,53.1,45.1,8.64,5.0,17.9,945.0,929.0
Fruits,Snack,269.0,2.5,78.1,9.5,1.57,6.5,41.4,286.0,817.0
Fruits,Snack,495.0,28.5,80.3,49.1,10.02,9.2,27.9,258.0,648.0
Dairy,Dinner,230.0,11.8,95.0,32.8,6.5,7.4,10.7,975.0,458.0
Vegetables,Snack,98.0,18.3,59.4,31.6,6.65,6.1,14.5,238.0,809.0
Meat,Dinner,188.0,26.5,42.2,23.3,5.08,4.7,40.8,716.0,733.0
Fruits,Dinner,496.0,32.6,94.7,46.6,9.92,9.4,15.2,306.0,131.0
Fruits,Dinner,146.0,35.2,56.5,5.1,1.18,9.2,16.0,95.0,395.0
Dairy,Dinner,445.0,24.6,32.6,46.4,11.65,3.6,8.3,284.0,638.0
Meat,Snack,76.0,40.0,22.6,11.2,2.85,7.1,43.1,210.0,493.0
Meat,Dinner,588.0,35.8,11.8,12.7,3.48,2.4,31.0,215.0,368.0
Grains,Snack,563.0,32.8,53.7,14.6,3.22,3.8,29.4,976.0,589.0
Snacks,Dinner,475.0,47.2,70.1,10.1,2.27,5.7,27.5,811.0,415.0
Meat,Breakfast,211.0,13.7,52.8,44.6,8.68,3.8,30.4,284.0,934.0
Beverages,Snack,546.0,46.9,57.1,35.9,8.92,9.5,10.9,786.0,462.0
Beverages,Breakfast,527.0,13.7,77.4,40.8,7.41,6.3,48.7,318.0,411.0
Grains,Breakfast,550.0,27.1,14.0,24.2,6.28,0.6,33.4,904.0,206.0
Dairy,Lunch,417.0,12.7,62.9,26.9,7.29,5.9,0.2,136.0,345.0
Meat,Dinner,515.0,25.3,78.0,4.7,0.95,3.4,25.0,686.0,304.0
Grains,Breakfast,265.0,3.5,60.3,36.8,6.22,1.5,40.6,685.0,168.0
Fruits,Dinner,428.0,49.0,49.5,20.2,6.05,3.5,1.6,774.0,406.0
Beverages,Snack,529.0,37.1,69.9,18.0,3.93,9.1,24.9,711.0,733.0
Dairy,Breakfast,183.0,44.4,80.2,12.6,2.83,2.5,18.3,844.0,500.0
Grains,Snack,87.0,33.8,95.7,11.5,2.71,5.6,5.6,164.0,614.0
Beverages,Breakfast,326.0,17.3,77.9,19.2,4.87,0.8,1.5,130.0,665.0
Grains,Snack,502.0,20.8,97.5,29.3,6.06,0.9,11.3,905.0,272.0
Dairy,Breakfast,377.0,33.0,91.0,46.6,9.48,7.7,31.3,115.0,991.0
Beverages,Lunch,246.0,43.0,68.0,18.2,4.38,7.6,10.1,509.0,923.0
Grains,Dinner,375.0,28.3,12.6,23.3,7.43,9.5,2.4,389.0,733.0
Grains,Snack,394.0,2.0,85.5,21.7,3.55,1.0,44.4,426.0,128.0
Grains,Lunch,598.0,37.3,26.1,3.1,1.04,3.2,0.1,267.0,757.0
Vegetables,Snack,267.0,4.9,74.6,49.0,10.65,2.9,3.6,445.0,618.0
Snacks,Breakfast,496.0,15.5,12.5,19.3,5.7,3.5,2.7,739.0,382.0
Meat,Dinner,65.0,21.7,87.9,15.5,3.05,1.5,23.6,57.0,396.0
Vegetables,Snack,82.0,13.7,30.8,22.9,4.87,2.6,23.3,914.0,358.0
Snacks,Breakfast,532.0,15.4,43.5,1.9,0.38,7.3,32.8,842.0,141.0
Snacks,Dinner,422.0,4.1,39.4,2.0,0.38,8.9,15.2,262.0,110.0
Grains,Lunch,208.0,4.0,15.1,25.5,5.42,1.2,10.3,142.0,645.0
Fruits,Lunch,452.0,21.8,26.7,6.5,1.6,0.4,11.4,130.0,244.0
Vegetables,Breakfast,558.0,33.0,84.0,13.6,2.88,0.3,20.2,564.0,937.0
Meat,Snack,212.0,43.9,63.5,1.3,0.29,3.0,28.0,508.0,122.0
Dairy,Lunch,436.0,21.0,32.1,34.2,7.56,6.8,33.6,211.0,382.0
Meat,Breakfast,331.0,29.8,77.8,31.6,6.33,7.2,49.9,16.0,692.0
Vegetables,Breakfast,498.0,34.9,83.9,2.8,0.57,3.6,43.0,635.0,256.0
Fruits,Lunch,332.0,30.9,38.7,31.3,7.13,6.3,36.3,323.0,175.0
Fruits,Snack,158.0,16.8,15.8,3.6,0.9,3.5,15.4,288.0,953.0
Meat,Snack,152.0,17.7,52.5,32.5,6.74,0.8,19.7,126.0,129.0
Fruits,Dinner,114.0,20.3,9.7,2.4,0.63,4.8,34.7,623.0,941.0
Meat,Dinner,441.0,10.0,54.0,29.6,5.49,6.1,35.2,607.0,603.0
Dairy,Snack,419.0,46.9,91.7,9.5,2.31,5.9,6.8,921.0,979.0
Vegetables,Breakfast,150.0,29.8,33.5,12.0,3.02,2.9,10.4,886.0,351.0
Fruits,Snack,522.0,34.3,85.7,15.5,3.34,8.7,16.8,665.0,256.0
Beverages,Dinner,337.0,42.0,79.2,38.8,10.31,5.8,2.8,285.0,119.0
Beverages,Lunch,414.0,26.7,51.9,19.4,4.16,9.3,30.1,984.0,861.0
Snacks,Dinner,147.0,22.3,45.2,3.5,0.73,4.4,49.5,610.0,193.0
Dairy,Snack,348.0,38.9,37.1,13.0,3.13,0.1,28.7,763.0,306.0
Fruits,Breakfast,545.0,26.0,21.8,39.7,10.04,1.8,16.7,16.0,204.0
Snacks,Dinner,339.0,1.2,93.0,16.1,2.68,8.2,28.7,639.0,755.0
Beverages,Lunch,466.0,7.8,74.3,31.6,5.66,2.4,28.2,623.0,530.0
Snacks,Lunch,259.0,47.3,88.4,42.9,9.09,5.3,44.9,22.0,231.0
Dairy,Lunch,394.0,25.7,13.5,29.1,8.09,0.6,10.6,970.0,491.0
Snacks,Dinner,459.0,10.4,97.4,41.7,7.25,0.9,47.1,997.0,475.0
Fruits,Breakfast,271.0,9.8,81.9,48.3,8.61,6.9,35.4,860.0,725.0
Beverages,Breakfast,426.0,16.9,53.3,13.2,2.62,4.0,34.0,69.0,824.0
Fruits,Snack,84.0,47.6,46.7,2.2,0.57,9.1,9.9,997.0,691.0
Meat,Lunch,584.0,33.2,27.0,2.3,0.56,1.6,33.5,660.0,303.0
Snacks,Breakfast,183.0,43.7,79.6,7.5,2.15,8.1,1.0,115.0,852.0
Meat,Dinner,385.0,25.8,8.9,49.5,13.6,9.8,25.6,982.0,725.0
Dairy,Snack,344.0,9.5,24.4,12.4,3.29,9.1,1.7,674.0,502.0
Vegetables,Snack,576.0,10.9,83.8,40.9,7.96,9.3,13.1,72.0,972.0
Vegetables,Breakfast,545.0,25.5,19.8,8.7,2.16,6.3,28.1,25.0,750.0
Snacks,Dinner,142.0,25.2,99.4,35.1,6.79,7.0,32.2,900.0,362.0
Meat,Lunch,495.0,41.8,54.1,27.4,6.21,4.8,36.6,718.0,179.0
